,id,datetime,température,vent,rafales,vent_direction,humidite,pt_de_rosee,pression,bio_meteo,radiation_solaire
3696,3697,2023-08-22 15:20:00,29.8,3.0,11.3,71.0,43.0,16.1,1017.1,34.4,
3697,3698,2023-08-22 15:10:00,29.4,5.0,11.3,344.0,44.0,16.1,1017.2,34.0,
3698,3699,2023-08-22 15:00:00,29.3,3.0,9.7,67.0,44.0,16.1,1017.2,33.9,
3699,3700,2023-08-22 14:50:00,30.3,2.0,6.4,164.0,42.0,16.1,1017.2,34.9,
3700,3701,2023-08-22 14:40:00,30.3,2.0,6.4,57.0,43.0,16.7,1017.2,35.3,
3701,3702,2023-08-22 14:30:00,29.9,3.0,14.5,34.0,43.0,16.1,1017.3,34.5,
3702,3703,2023-08-22 14:20:00,29.8,3.0,8.0,92.0,43.0,16.1,1017.3,34.4,
3703,3704,2023-08-22 14:10:00,29.9,3.0,9.7,52.0,43.0,16.1,1017.2,34.5,
3704,3705,2023-08-22 14:00:00,29.4,2.0,6.4,315.0,44.0,16.1,1017.4,34.0,
3705,3706,2023-08-22 13:50:00,29.4,2.0,4.8,161.0,44.0,16.1,1017.4,34.0,
3706,3707,2023-08-22 13:40:00,29.2,6.0,14.5,104.0,45.0,16.1,1017.4,33.8,
3707,3708,2023-08-22 13:30:00,29.0,5.0,19.3,300.0,45.0,16.1,1017.5,33.6,
3708,3709,2023-08-22 13:20:00,28.5,3.0,9.7,318.0,46.0,15.6,1017.5,32.7,
3709,3710,2023-08-22 13:10:00,28.7,2.0,8.0,128.0,46.0,16.1,1017.8,33.3,
3710,3711,2023-08-22 13:00:00,29.2,2.0,4.8,157.0,44.0,15.6,1017.8,33.4,
3711,3712,2023-08-22 12:50:00,28.8,2.0,8.0,20.0,46.0,16.1,1017.9,33.4,
3712,3713,2023-08-22 12:40:00,28.1,6.0,12.9,85.0,46.0,15.6,1018.0,32.3,
3713,3714,2023-08-22 12:30:00,28.4,3.0,9.7,130.0,46.0,15.6,1018.0,32.6,
3714,3715,2023-08-22 12:20:00,27.8,5.0,6.4,80.0,46.0,15.0,1018.1,31.7,
3715,3716,2023-08-22 12:10:00,28.2,5.0,12.9,121.0,45.0,15.0,1018.1,32.1,
3716,3717,2023-08-22 12:00:00,27.3,3.0,9.7,349.0,46.0,14.4,1018.1,30.8,
3717,3718,2023-08-22 11:50:00,27.4,5.0,12.9,103.0,45.0,14.4,1018.2,30.9,
3718,3719,2023-08-22 11:40:00,27.7,5.0,14.5,85.0,45.0,14.4,1018.2,31.2,
3719,3720,2023-08-22 11:30:00,27.1,8.0,16.1,351.0,45.0,13.9,1018.3,30.3,
3720,3721,2023-08-22 11:20:00,26.8,6.0,17.7,128.0,46.0,14.4,1018.4,30.3,
3721,3722,2023-08-22 11:10:00,27.1,5.0,14.5,89.0,45.0,13.9,1018.4,30.3,
3722,3723,2023-08-22 11:00:00,27.0,6.0,14.5,92.0,45.0,13.9,1018.5,30.2,
3723,3724,2023-08-22 10:50:00,26.8,5.0,14.5,92.0,46.0,14.4,1018.4,30.3,
3724,3725,2023-08-22 10:40:00,27.0,6.0,12.9,68.0,46.0,14.4,1018.5,30.5,
3725,3726,2023-08-22 10:30:00,26.8,3.0,11.3,63.0,45.0,13.9,1018.6,30.0,
3726,3727,2023-08-22 10:20:00,26.8,6.0,14.5,148.0,46.0,14.4,1018.6,30.3,
3727,3728,2023-08-22 10:10:00,26.4,6.0,16.1,62.0,46.0,13.9,1018.7,29.6,
3728,3729,2023-08-22 10:00:00,25.9,8.0,17.7,38.0,46.0,13.3,1018.7,28.8,
3729,3730,2023-08-22 09:50:00,26.3,5.0,16.1,70.0,47.0,13.9,1018.7,29.5,
3730,3731,2023-08-22 09:40:00,25.6,10.0,17.7,60.0,49.0,13.9,1018.8,28.8,
3731,3732,2023-08-22 09:30:00,25.5,6.0,16.1,51.0,49.0,13.9,1018.8,28.7,
3732,3733,2023-08-22 09:20:00,25.4,5.0,8.0,188.0,50.0,14.4,1018.8,28.9,
3733,3734,2023-08-22 09:10:00,24.8,2.0,6.4,62.0,54.0,15.0,1018.7,28.7,
3734,3735,2023-08-22 09:00:00,23.9,3.0,6.4,24.0,57.0,15.0,1018.9,27.8,
3735,3736,2023-08-22 08:50:00,24.2,3.0,8.0,355.0,56.0,15.0,1019.0,28.1,
3736,3737,2023-08-22 08:40:00,23.6,2.0,6.4,306.0,59.0,15.0,1018.9,27.5,
3737,3738,2023-08-22 08:30:00,23.8,2.0,6.4,62.0,57.0,14.4,1018.9,27.3,
3738,3739,2023-08-22 08:20:00,23.2,3.0,6.4,55.0,57.0,13.9,1019.0,26.4,
3739,3740,2023-08-22 08:10:00,23.3,2.0,6.4,75.0,58.0,14.4,1018.9,26.8,
3740,3741,2023-08-22 08:00:00,22.7,2.0,6.4,71.0,63.0,15.0,1018.9,26.6,
3741,3742,2023-08-22 07:50:00,21.9,3.0,6.4,34.0,64.0,15.0,1018.8,25.8,
3742,3743,2023-08-22 07:40:00,21.6,2.0,4.8,43.0,65.0,14.4,1018.8,25.1,
3743,3744,2023-08-22 07:30:00,20.9,2.0,4.8,49.0,67.0,14.4,1018.8,24.4,
3744,3745,2023-08-22 07:20:00,20.8,0.0,3.2,51.0,68.0,14.4,1018.8,24.3,
3745,3746,2023-08-22 07:10:00,20.4,0.0,4.8,17.0,69.0,14.4,1018.8,23.9,
3746,3747,2023-08-22 07:00:00,20.1,3.0,6.4,55.0,70.0,14.4,1018.7,23.6,
3747,3748,2023-08-22 06:50:00,19.9,5.0,6.4,35.0,71.0,14.4,1018.6,,
3748,3749,2023-08-22 06:40:00,19.6,3.0,6.4,5.0,71.0,13.9,1018.8,,
3749,3750,2023-08-22 06:30:00,19.5,3.0,8.0,25.0,71.0,13.9,1018.9,,
3750,3751,2023-08-22 06:20:00,19.4,3.0,8.0,331.0,72.0,14.4,1018.8,,
3751,3752,2023-08-22 06:10:00,18.9,5.0,9.7,293.0,74.0,14.4,1018.6,,
3752,3753,2023-08-22 06:00:00,18.7,5.0,9.7,178.0,74.0,13.9,1018.4,,
3753,3754,2023-08-22 05:50:00,18.8,5.0,12.9,54.0,73.0,13.9,1018.4,,
3754,3755,2023-08-22 05:40:00,19.0,5.0,9.7,355.0,73.0,13.9,1018.4,,
3755,3756,2023-08-22 05:30:00,19.1,5.0,9.7,321.0,72.0,13.9,1018.3,,
3756,3757,2023-08-22 05:20:00,19.2,3.0,9.7,5.0,71.0,13.9,1018.2,,
3757,3758,2023-08-22 05:10:00,19.3,3.0,8.0,5.0,71.0,13.9,1018.2,,
3758,3759,2023-08-22 05:00:00,19.2,3.0,8.0,331.0,71.0,13.9,1018.1,,
3759,3760,2023-08-22 04:50:00,19.1,5.0,8.0,10.0,72.0,13.9,1018.0,,
3760,3761,2023-08-22 04:40:00,19.2,5.0,8.0,34.0,71.0,13.9,1018.1,,
3761,3762,2023-08-22 04:30:00,19.3,5.0,9.7,30.0,71.0,13.9,1018.1,,
3762,3763,2023-08-22 04:20:00,19.3,3.0,8.0,99.0,71.0,13.9,1018.1,,
3763,3764,2023-08-22 04:10:00,19.4,3.0,6.4,53.0,70.0,13.9,1017.9,,
3764,3765,2023-08-22 04:00:00,19.4,3.0,8.0,9.0,70.0,13.9,1018.0,,
3765,3766,2023-08-22 03:50:00,19.3,5.0,9.7,46.0,71.0,13.9,1018.0,,
3766,3767,2023-08-22 03:40:00,19.2,5.0,9.7,67.0,71.0,13.9,1017.9,,
3767,3768,2023-08-22 03:30:00,19.3,3.0,9.7,22.0,71.0,13.9,1018.0,,
3768,3769,2023-08-22 03:20:00,19.3,5.0,8.0,28.0,71.0,13.9,1018.0,,
3769,3770,2023-08-22 03:10:00,19.4,3.0,9.7,355.0,70.0,13.9,1018.0,,
3770,3771,2023-08-22 03:00:00,19.6,3.0,8.0,225.0,69.0,13.9,1018.1,,
3771,3772,2023-08-22 02:50:00,19.6,6.0,11.3,44.0,69.0,13.9,1018.0,,
3772,3773,2023-08-22 02:40:00,19.6,10.0,16.1,29.0,68.0,13.3,1018.1,,
3773,3774,2023-08-22 02:30:00,19.8,5.0,12.9,51.0,68.0,13.9,1018.1,,
3774,3775,2023-08-22 02:20:00,19.9,5.0,12.9,79.0,67.0,13.3,1018.2,,
3775,3776,2023-08-22 02:10:00,20.0,6.0,12.9,47.0,67.0,13.9,1018.1,23.2,
3776,3777,2023-08-22 02:00:00,20.0,3.0,8.0,66.0,67.0,13.9,1018.2,23.2,
3777,3778,2023-08-22 01:50:00,20.1,3.0,4.8,77.0,68.0,13.9,1018.3,23.3,
3778,3779,2023-08-22 01:40:00,20.2,3.0,8.0,19.0,67.0,13.9,1018.4,23.4,
3779,3780,2023-08-22 01:30:00,20.2,5.0,9.7,58.0,66.0,13.9,1018.4,23.4,
3780,3781,2023-08-22 01:20:00,20.2,5.0,8.0,38.0,66.0,13.9,1018.6,23.4,
3781,3782,2023-08-22 01:10:00,20.2,3.0,6.4,45.0,66.0,13.9,1018.6,23.4,
3782,3783,2023-08-22 01:00:00,20.3,13.0,22.5,15.0,66.0,13.9,1018.7,23.5,
3783,3784,2023-08-22 00:50:00,20.5,13.0,20.9,36.0,65.0,13.9,1018.7,23.7,
3784,3785,2023-08-22 00:40:00,20.7,13.0,22.5,65.0,64.0,13.3,1018.8,23.6,
3785,3786,2023-08-22 00:30:00,20.9,3.0,17.7,103.0,64.0,13.9,1018.7,24.1,
3786,3787,2023-08-22 00:20:00,20.9,3.0,6.4,40.0,64.0,13.9,1018.8,24.1,
3787,3788,2023-08-22 00:10:00,20.9,6.0,17.7,39.0,63.0,13.3,1018.8,23.8,
3788,3789,2023-08-22 00:00:00,21.1,13.0,20.9,42.0,63.0,13.9,1018.8,24.3,
3789,3790,2023-08-21 23:50:00,21.2,11.0,20.9,43.0,62.0,13.3,1019.0,24.1,
3790,3791,2023-08-21 23:40:00,21.2,3.0,8.0,34.0,62.0,13.3,1019.0,24.1,
3791,3792,2023-08-21 23:30:00,21.2,11.0,22.5,43.0,62.0,13.3,1019.0,24.1,
3792,3793,2023-08-21 23:20:00,21.2,13.0,19.3,34.0,62.0,13.3,1019.0,24.1,
3793,3794,2023-08-21 23:10:00,21.3,13.0,20.9,43.0,61.0,13.3,1019.0,24.2,
3794,3795,2023-08-21 23:00:00,21.4,11.0,22.5,39.0,60.0,13.3,1019.0,24.3,
3795,3796,2023-08-21 22:50:00,21.7,15.0,22.5,18.0,59.0,13.3,1019.2,24.6,
3796,3797,2023-08-21 22:40:00,22.0,11.0,24.1,33.0,57.0,12.8,1019.3,24.6,
3797,3798,2023-08-21 22:30:00,22.4,8.0,17.7,19.0,56.0,13.3,1019.3,25.3,
3798,3799,2023-08-21 22:20:00,22.9,6.0,19.3,229.0,55.0,13.3,1019.4,25.8,
3799,3800,2023-08-21 22:10:00,23.2,6.0,14.5,320.0,53.0,12.8,1019.3,25.8,
3800,3801,2023-08-21 22:00:00,23.4,6.0,12.9,32.0,51.0,12.8,1019.4,26.0,
3801,3802,2023-08-21 21:50:00,23.6,8.0,16.1,30.0,51.0,12.8,1019.4,26.2,
3802,3803,2023-08-21 21:40:00,23.8,10.0,19.3,209.0,50.0,12.8,1019.3,26.4,
3803,3804,2023-08-21 21:30:00,24.0,6.0,16.1,149.0,49.0,12.8,1019.2,26.6,
3804,3805,2023-08-21 21:20:00,24.2,6.0,12.9,5.0,49.0,12.8,1019.1,26.8,
3805,3806,2023-08-21 21:10:00,24.3,8.0,14.5,38.0,50.0,13.3,1019.2,27.2,
3806,3807,2023-08-21 21:00:00,24.3,10.0,14.5,23.0,49.0,12.8,1019.1,26.9,
3807,3808,2023-08-21 20:50:00,24.3,10.0,14.5,99.0,50.0,13.3,1019.2,27.2,
3808,3809,2023-08-21 20:40:00,24.4,10.0,16.1,56.0,49.0,12.8,1019.2,27.0,
3809,3810,2023-08-21 20:30:00,24.6,13.0,19.3,70.0,49.0,13.3,1019.2,27.5,
3810,3811,2023-08-21 20:20:00,24.7,15.0,19.3,37.0,49.0,13.3,1019.3,27.6,
3811,3812,2023-08-21 20:10:00,24.8,11.0,17.7,24.0,49.0,13.3,1019.4,27.7,
3812,3813,2023-08-21 20:00:00,24.9,10.0,17.7,34.0,49.0,13.3,1019.5,27.8,
3813,3814,2023-08-21 19:50:00,24.9,11.0,17.7,20.0,49.0,13.3,1019.4,27.8,
3814,3815,2023-08-21 19:40:00,25.1,13.0,22.5,19.0,48.0,13.3,1019.3,28.0,
3815,3816,2023-08-21 19:30:00,25.3,13.0,20.9,51.0,48.0,13.3,1019.2,28.2,
3816,3817,2023-08-21 19:20:00,25.5,15.0,24.1,360.0,47.0,13.3,1019.1,28.4,
3817,3818,2023-08-21 19:10:00,25.7,8.0,16.1,34.0,47.0,13.3,1019.0,28.6,
3818,3819,2023-08-21 19:00:00,25.9,10.0,20.9,26.0,47.0,13.9,1018.9,29.1,
3819,3820,2023-08-21 18:50:00,26.2,5.0,14.5,348.0,46.0,13.9,1018.8,29.4,5.0
3820,3821,2023-08-21 18:40:00,26.3,5.0,9.7,346.0,46.0,13.9,1018.8,29.5,11.0
3821,3822,2023-08-21 18:30:00,26.4,5.0,9.7,355.0,46.0,13.9,1018.6,29.6,14.0
3822,3823,2023-08-21 18:20:00,26.8,3.0,12.9,5.0,45.0,13.9,1018.7,30.0,26.0
3823,3824,2023-08-21 18:10:00,26.9,3.0,8.0,350.0,45.0,13.9,1018.8,30.1,39.0
3824,3825,2023-08-21 18:00:00,26.9,5.0,9.7,313.0,45.0,13.9,1018.6,30.1,67.0
3825,3826,2023-08-21 17:50:00,26.7,5.0,9.7,38.0,46.0,13.9,1018.7,29.9,91.0
3826,3827,2023-08-21 17:40:00,26.9,6.0,16.1,30.0,46.0,14.4,1018.7,30.4,114.0
3827,3828,2023-08-21 17:30:00,26.8,8.0,19.3,55.0,46.0,14.4,1018.7,30.3,120.0
3828,3829,2023-08-21 17:20:00,26.9,10.0,17.7,41.0,45.0,13.9,1018.7,30.1,128.0
3829,3830,2023-08-21 17:10:00,27.1,6.0,17.7,38.0,45.0,13.9,1018.6,30.3,155.0
3830,3831,2023-08-21 17:00:00,26.8,11.0,17.7,90.0,46.0,14.4,1018.8,30.3,
3831,3832,2023-08-21 16:50:00,27.1,10.0,20.9,41.0,45.0,13.9,1018.8,30.3,
3832,3833,2023-08-21 16:40:00,27.0,5.0,14.5,341.0,46.0,14.4,1018.8,30.5,
3833,3834,2023-08-21 16:30:00,26.8,6.0,17.7,355.0,46.0,14.4,1018.9,30.3,
3834,3835,2023-08-21 16:20:00,27.2,8.0,19.3,45.0,46.0,14.4,1019.0,30.7,
3835,3836,2023-08-21 16:10:00,27.2,6.0,16.1,36.0,46.0,14.4,1019.0,30.7,
3836,3837,2023-08-21 16:00:00,27.4,5.0,16.1,47.0,45.0,14.4,1019.0,30.9,
3837,3838,2023-08-21 15:50:00,27.1,3.0,14.5,219.0,46.0,14.4,1019.1,30.6,
3838,3839,2023-08-21 15:40:00,27.6,5.0,9.7,62.0,45.0,14.4,1019.2,31.1,
3839,3840,2023-08-21 15:30:00,27.5,8.0,19.3,88.0,45.0,14.4,1019.2,31.0,
3840,3841,2023-08-21 15:20:00,27.4,5.0,14.5,55.0,46.0,15.0,1019.3,31.3,
3841,3842,2023-08-21 15:10:00,26.9,10.0,17.7,76.0,47.0,14.4,1019.4,30.4,
3842,3843,2023-08-21 15:00:00,27.7,5.0,16.1,136.0,45.0,15.0,1019.5,31.6,
3843,3844,2023-08-21 14:50:00,27.4,3.0,11.3,16.0,46.0,15.0,1019.7,31.3,
3844,3845,2023-08-21 14:40:00,27.3,6.0,17.7,85.0,46.0,14.4,1019.8,30.8,
3845,3846,2023-08-21 14:30:00,27.1,3.0,8.0,37.0,46.0,14.4,1019.9,30.6,
3846,3847,2023-08-21 14:20:00,26.9,5.0,16.1,42.0,46.0,14.4,1020.0,30.4,
3847,3848,2023-08-21 14:10:00,27.4,3.0,8.0,280.0,47.0,15.0,1020.1,31.3,
3848,3849,2023-08-21 14:00:00,27.3,5.0,12.9,324.0,46.0,14.4,1020.2,30.8,
3849,3850,2023-08-21 13:50:00,26.8,8.0,16.1,31.0,47.0,14.4,1020.4,30.3,
3850,3851,2023-08-21 13:40:00,26.7,6.0,20.9,43.0,47.0,14.4,1020.4,30.2,
3851,3852,2023-08-21 13:30:00,26.4,2.0,8.0,150.0,48.0,14.4,1020.5,29.9,
3852,3853,2023-08-21 13:20:00,27.0,3.0,8.0,224.0,47.0,14.4,1020.8,30.5,
3853,3854,2023-08-21 13:10:00,26.3,6.0,14.5,315.0,47.0,13.9,1020.8,29.5,
3854,3855,2023-08-21 13:00:00,26.9,3.0,12.9,302.0,46.0,14.4,1020.8,30.4,
3855,3856,2023-08-21 12:50:00,26.3,2.0,6.4,75.0,48.0,14.4,1020.9,29.8,
3856,3857,2023-08-21 12:40:00,26.2,3.0,8.0,165.0,49.0,14.4,1020.9,29.7,
3857,3858,2023-08-21 12:30:00,25.8,5.0,14.5,39.0,48.0,13.9,1021.0,29.0,
3858,3859,2023-08-21 12:20:00,25.6,5.0,14.5,252.0,49.0,13.9,1021.1,28.8,
3859,3860,2023-08-21 12:10:00,25.6,6.0,16.1,55.0,49.0,13.9,1021.2,28.8,
3860,3861,2023-08-21 12:00:00,25.3,6.0,14.5,5.0,50.0,13.9,1021.3,28.5,
3861,3862,2023-08-21 11:50:00,25.4,6.0,20.9,333.0,49.0,13.9,1021.2,28.6,
3862,3863,2023-08-21 11:40:00,25.6,6.0,16.1,36.0,51.0,14.4,1021.3,29.1,
3863,3864,2023-08-21 11:30:00,24.8,8.0,16.1,171.0,54.0,15.0,1021.3,28.7,
3864,3865,2023-08-21 11:20:00,24.1,8.0,19.3,41.0,54.0,13.9,1021.3,27.3,
3865,3866,2023-08-21 11:10:00,23.9,10.0,17.7,30.0,54.0,13.9,1021.4,27.1,
3866,3867,2023-08-21 11:00:00,24.0,10.0,19.3,339.0,55.0,14.4,1021.5,27.5,
3867,3868,2023-08-21 10:50:00,24.0,8.0,19.3,5.0,55.0,14.4,1021.4,27.5,
3868,3869,2023-08-21 10:40:00,24.1,6.0,16.1,36.0,57.0,15.0,1021.6,28.0,
3869,3870,2023-08-21 10:30:00,23.3,8.0,14.5,13.0,59.0,15.0,1021.7,27.2,
3870,3871,2023-08-21 10:20:00,23.2,6.0,14.5,30.0,59.0,14.4,1021.9,26.7,
3871,3872,2023-08-21 10:10:00,22.8,8.0,17.7,45.0,60.0,14.4,1021.9,26.3,
3872,3873,2023-08-21 10:00:00,22.7,6.0,16.1,59.0,59.0,14.4,1021.9,26.2,
3873,3874,2023-08-21 09:50:00,23.3,5.0,9.7,38.0,59.0,15.0,1022.0,27.2,
3874,3875,2023-08-21 09:40:00,22.6,5.0,12.9,269.0,60.0,14.4,1021.9,26.1,
3875,3876,2023-08-21 09:30:00,22.4,6.0,14.5,26.0,60.0,14.4,1022.1,25.9,
3876,3877,2023-08-21 09:20:00,22.4,6.0,14.5,5.0,60.0,14.4,1022.0,25.9,
3877,3878,2023-08-21 09:10:00,21.9,6.0,14.5,24.0,61.0,13.9,1022.2,25.1,
3878,3879,2023-08-21 09:00:00,21.9,6.0,17.7,17.0,60.0,13.9,1022.1,25.1,
3879,3880,2023-08-21 08:50:00,21.9,6.0,17.7,306.0,60.0,13.9,1022.2,25.1,
3880,3881,2023-08-21 08:40:00,21.5,8.0,12.9,360.0,61.0,13.3,1022.3,24.4,
3881,3882,2023-08-21 08:20:00,21.4,5.0,19.3,26.0,62.0,13.9,1022.3,24.6,
3882,3883,2023-08-21 08:10:00,20.6,8.0,17.7,157.0,64.0,13.3,1022.4,23.5,
3883,3884,2023-08-21 08:00:00,20.7,6.0,16.1,12.0,63.0,13.3,1022.3,23.6,
3884,3885,2023-08-21 07:50:00,20.2,10.0,17.7,38.0,63.0,12.8,1022.3,22.8,
3885,3886,2023-08-21 07:40:00,20.7,6.0,14.5,197.0,62.0,12.8,1022.4,23.3,
3886,3887,2023-08-21 07:30:00,20.1,6.0,12.9,160.0,65.0,13.3,1022.2,23.0,
3887,3888,2023-08-21 07:20:00,19.7,8.0,19.3,15.0,66.0,13.3,1022.2,,
3888,3889,2023-08-21 07:10:00,19.6,8.0,14.5,90.0,66.0,12.8,1022.1,,
3889,3890,2023-08-21 07:00:00,19.4,6.0,16.1,150.0,67.0,13.3,1022.1,,
3890,3891,2023-08-21 06:50:00,19.3,10.0,14.5,57.0,67.0,12.8,1022.1,,
3891,3892,2023-08-21 06:40:00,19.3,8.0,19.3,348.0,67.0,12.8,1022.1,,
3892,3893,2023-08-21 06:30:00,19.1,10.0,19.3,211.0,68.0,12.8,1022.0,,
3893,3894,2023-08-21 06:20:00,19.2,6.0,19.3,24.0,68.0,13.3,1021.9,,
3894,3895,2023-08-21 06:10:00,19.0,8.0,19.3,329.0,69.0,13.3,1022.0,,
3895,3896,2023-08-21 06:00:00,18.7,8.0,19.3,360.0,70.0,13.3,1021.9,,
3896,3897,2023-08-21 05:50:00,18.7,6.0,17.7,193.0,70.0,13.3,1021.9,,
3897,3898,2023-08-21 05:40:00,18.6,8.0,20.9,113.0,71.0,13.3,1021.9,,
3898,3899,2023-08-21 05:30:00,18.6,8.0,17.7,5.0,72.0,13.3,1021.8,,
3899,3900,2023-08-21 05:20:00,18.4,10.0,17.7,355.0,72.0,13.3,1021.8,,
3900,3901,2023-08-21 05:10:00,18.4,10.0,17.7,360.0,72.0,13.3,1021.7,,
3901,3902,2023-08-21 05:00:00,18.4,10.0,20.9,270.0,72.0,13.3,1021.6,,
3902,3903,2023-08-21 04:50:00,18.6,8.0,20.9,360.0,71.0,13.3,1021.7,,
3903,3904,2023-08-21 04:40:00,18.7,10.0,20.9,17.0,72.0,13.3,1021.6,,
3904,3905,2023-08-21 04:30:00,18.7,6.0,14.5,355.0,71.0,13.3,1021.5,,
3905,3906,2023-08-21 04:20:00,18.8,5.0,12.9,244.0,72.0,13.9,1021.5,,
3906,3907,2023-08-21 04:10:00,18.8,6.0,17.7,351.0,72.0,13.9,1021.4,,
3907,3908,2023-08-21 04:00:00,18.8,5.0,9.7,165.0,72.0,13.9,1021.4,,
3908,3909,2023-08-21 03:50:00,18.8,6.0,14.5,284.0,73.0,13.9,1021.5,,
3909,3910,2023-08-21 03:40:00,18.9,5.0,11.3,341.0,73.0,13.9,1021.4,,
3910,3911,2023-08-21 03:30:00,18.8,10.0,17.7,169.0,72.0,13.9,1021.3,,
3911,3912,2023-08-21 03:20:00,18.9,8.0,20.9,315.0,72.0,13.9,1021.3,,
3912,3913,2023-08-21 03:10:00,19.0,6.0,17.7,180.0,72.0,13.9,1021.2,,
3913,3914,2023-08-21 03:00:00,19.0,6.0,19.3,350.0,72.0,13.9,1021.4,,
3914,3915,2023-08-21 02:50:00,18.9,6.0,16.1,35.0,72.0,13.9,1021.5,,
3915,3916,2023-08-21 02:40:00,19.1,6.0,14.5,349.0,71.0,13.9,1021.2,,
3916,3917,2023-08-21 02:30:00,19.1,8.0,19.3,350.0,71.0,13.9,1021.3,,
3917,3918,2023-08-21 02:20:00,19.2,10.0,17.7,351.0,71.0,13.9,1021.3,,
3918,3919,2023-08-21 02:10:00,19.3,8.0,20.9,44.0,71.0,13.9,1021.4,,
3919,3920,2023-08-21 02:00:00,19.3,10.0,17.7,350.0,71.0,13.9,1021.4,,
3920,3921,2023-08-21 01:50:00,19.3,10.0,22.5,242.0,70.0,13.9,1021.4,,
3921,3922,2023-08-21 01:40:00,19.4,6.0,14.5,329.0,70.0,13.9,1021.3,,
3922,3923,2023-08-21 01:30:00,19.4,8.0,22.5,159.0,70.0,13.9,1021.4,,
3923,3924,2023-08-21 01:20:00,19.5,8.0,19.3,325.0,70.0,13.9,1021.3,,
3924,3925,2023-08-21 01:10:00,19.5,6.0,20.9,74.0,70.0,13.9,1021.3,,
3925,3926,2023-08-21 01:00:00,19.5,8.0,19.3,20.0,70.0,13.9,1021.1,,
3926,3927,2023-08-21 00:50:00,19.6,8.0,19.3,324.0,70.0,13.9,1021.1,,
3927,3928,2023-08-21 00:40:00,19.7,10.0,20.9,360.0,70.0,13.9,1021.1,,
3928,3929,2023-08-21 00:30:00,19.8,6.0,14.5,341.0,70.0,14.4,1021.2,,
3929,3930,2023-08-21 00:20:00,19.9,8.0,19.3,360.0,70.0,14.4,1021.3,,
3930,3931,2023-08-21 00:10:00,20.1,8.0,20.9,360.0,70.0,14.4,1021.3,23.6,
3931,3932,2023-08-21 00:00:00,20.1,8.0,19.3,5.0,70.0,14.4,1021.2,23.6,
3932,3933,2023-08-20 23:50:00,20.2,11.0,24.1,49.0,70.0,14.4,1021.3,23.7,
3933,3934,2023-08-20 23:40:00,20.2,13.0,25.7,350.0,70.0,14.4,1021.1,23.7,
3934,3935,2023-08-20 23:20:00,20.4,11.0,24.1,329.0,70.0,15.0,1021.2,24.3,
3935,3936,2023-08-20 23:10:00,20.5,8.0,20.9,355.0,70.0,15.0,1021.2,24.4,
3936,3937,2023-08-20 23:00:00,20.6,8.0,24.1,336.0,70.0,15.0,1021.3,24.5,
3937,3938,2023-08-20 22:50:00,20.6,11.0,19.3,94.0,70.0,15.0,1021.2,24.5,
3938,3939,2023-08-20 22:40:00,20.8,8.0,19.3,26.0,70.0,15.0,1021.1,24.7,
3939,3940,2023-08-20 22:30:00,21.3,10.0,17.7,301.0,69.0,15.6,1021.1,25.5,
3940,3941,2023-08-20 22:20:00,21.6,6.0,17.7,27.0,69.0,15.6,1021.1,25.8,
3941,3942,2023-08-20 22:10:00,21.8,8.0,16.1,305.0,69.0,16.1,1021.0,26.4,
3942,3943,2023-08-20 22:00:00,22.0,11.0,20.9,82.0,67.0,15.6,1021.0,26.2,
3943,3944,2023-08-20 21:50:00,22.3,11.0,27.4,97.0,66.0,15.6,1020.9,26.5,
3944,3945,2023-08-20 21:40:00,22.4,10.0,24.1,332.0,65.0,15.6,1020.7,26.6,
3945,3946,2023-08-20 21:30:00,22.5,10.0,20.9,333.0,65.0,15.6,1020.8,26.7,
3946,3947,2023-08-20 21:20:00,22.6,11.0,24.1,360.0,64.0,15.6,1020.8,26.8,
3947,3948,2023-08-20 21:10:00,22.7,11.0,20.9,327.0,67.0,16.1,1020.6,27.3,
3948,3949,2023-08-20 21:00:00,22.8,11.0,22.5,303.0,68.0,16.7,1020.7,27.8,
3949,3950,2023-08-20 20:50:00,22.9,10.0,20.9,32.0,68.0,16.7,1020.6,27.9,
3950,3951,2023-08-20 20:40:00,23.1,13.0,27.4,208.0,68.0,16.7,1020.6,28.1,
3951,3952,2023-08-20 20:30:00,23.4,15.0,,,67.0,16.7,1020.5,28.4,
3952,3953,2023-08-20 20:20:00,23.8,15.0,25.7,48.0,66.0,17.2,1020.5,29.1,
3953,3954,2023-08-20 20:10:00,24.1,11.0,27.4,342.0,65.0,17.2,1020.4,29.4,
3954,3955,2023-08-20 20:00:00,24.4,13.0,27.4,28.0,65.0,17.2,1020.2,29.7,
3955,3956,2023-08-20 19:50:00,24.9,15.0,27.4,267.0,63.0,17.2,1020.1,30.2,
3956,3957,2023-08-20 19:40:00,25.3,13.0,22.5,296.0,61.0,17.2,1019.7,30.6,
3957,3958,2023-08-20 19:30:00,25.9,15.0,29.0,110.0,58.0,16.7,1019.5,30.9,
3958,3959,2023-08-20 19:20:00,26.3,18.0,29.0,310.0,54.0,16.1,1019.3,30.9,
3959,3960,2023-08-20 19:10:00,26.7,21.0,,,48.0,15.0,1019.2,30.6,
3960,3961,2023-08-20 19:00:00,27.0,27.0,,,46.0,14.4,1018.9,30.5,
3961,3962,2023-08-20 18:50:00,27.6,19.0,,,45.0,14.4,1018.7,31.1,9.0
