,id,datetime,température,vent,rafales,vent_direction,humidite,pt_de_rosee,pression,bio_meteo,radiation_solaire
17,18,2023-10-14 16:00:00,13.6,13.0,25.7,308.0,66.0,7.2,1017.8,,
68,69,2023-10-14 15:50:00,13.4,11.0,24.1,300.0,65.0,6.7,1017.8,,
69,70,2023-10-14 15:40:00,13.6,13.0,29.0,331.0,66.0,7.2,1017.7,,
18,19,2023-10-14 15:30:00,13.4,18.0,,,65.0,6.7,1017.7,,
70,71,2023-10-14 15:20:00,13.3,15.0,29.0,300.0,66.0,7.2,1017.8,,
71,72,2023-10-14 15:10:00,13.1,15.0,25.7,255.0,67.0,7.2,1017.7,,
19,20,2023-10-14 15:00:00,13.0,15.0,25.7,227.0,70.0,7.8,1017.7,,
72,73,2023-10-14 14:50:00,13.2,16.0,,,70.0,7.8,1017.6,,
73,74,2023-10-14 14:40:00,13.2,24.0,,,69.0,7.8,1017.5,,
20,21,2023-10-14 14:30:00,14.0,18.0,,,66.0,7.8,1017.1,,
74,75,2023-10-14 14:20:00,14.1,16.0,,,64.0,7.2,1017.2,,
75,76,2023-10-14 14:10:00,14.2,15.0,,,64.0,7.2,1017.0,,
21,22,2023-10-14 14:00:00,14.2,13.0,29.0,278.0,65.0,7.8,1017.1,,
76,77,2023-10-14 13:50:00,13.9,13.0,25.7,320.0,67.0,7.8,1017.1,,
77,78,2023-10-14 13:40:00,13.7,15.0,29.0,263.0,64.0,6.7,1017.2,,
22,23,2023-10-14 13:30:00,13.8,15.0,,,64.0,7.2,1017.2,,
78,79,2023-10-14 13:20:00,13.9,13.0,29.0,82.0,62.0,6.7,1017.1,,
79,80,2023-10-14 13:10:00,13.7,13.0,24.1,286.0,62.0,6.7,1017.0,,
23,24,2023-10-14 13:00:00,13.7,10.0,25.7,298.0,67.0,7.8,1017.1,,
80,81,2023-10-14 12:50:00,13.7,6.0,16.1,180.0,73.0,8.9,1017.0,,
81,82,2023-10-14 12:40:00,13.4,8.0,19.3,276.0,73.0,8.9,1017.1,,
24,25,2023-10-14 12:30:00,13.1,8.0,19.3,286.0,73.0,8.3,1017.0,,
82,83,2023-10-14 12:20:00,12.7,8.0,20.9,259.0,74.0,8.3,1016.9,,
83,84,2023-10-14 12:10:00,12.4,5.0,14.5,210.0,74.0,7.8,1016.9,,
25,26,2023-10-14 12:00:00,12.3,8.0,16.1,264.0,76.0,8.3,1016.9,,
84,85,2023-10-14 11:50:00,12.4,10.0,19.3,245.0,75.0,8.3,1017.2,,
85,86,2023-10-14 11:40:00,12.8,21.0,27.4,69.0,71.0,7.8,1017.1,,
26,27,2023-10-14 11:30:00,13.2,18.0,,,68.0,7.2,1016.9,,
86,87,2023-10-14 11:20:00,13.3,13.0,29.0,286.0,67.0,7.2,1016.8,,
87,88,2023-10-14 11:10:00,13.4,15.0,25.7,5.0,66.0,7.2,1016.7,,
27,28,2023-10-14 11:00:00,13.6,15.0,27.4,34.0,66.0,7.2,1016.6,,
88,89,2023-10-14 10:50:00,13.7,15.0,29.0,103.0,64.0,6.7,1016.6,,
89,90,2023-10-14 10:40:00,13.7,13.0,24.1,303.0,63.0,6.7,1016.6,,
28,29,2023-10-14 10:30:00,13.8,11.0,24.1,300.0,66.0,7.8,1016.4,,
90,91,2023-10-14 10:20:00,13.6,13.0,25.7,296.0,66.0,7.2,1016.2,,
91,92,2023-10-14 10:10:00,13.7,11.0,25.7,315.0,63.0,6.7,1016.1,,
29,30,2023-10-14 10:00:00,13.7,15.0,25.7,327.0,64.0,6.7,1015.9,,
92,93,2023-10-14 09:50:00,13.7,15.0,24.1,341.0,64.0,7.2,1016.0,,
93,94,2023-10-14 09:40:00,13.8,13.0,29.0,244.0,64.0,7.2,1015.9,,
30,31,2023-10-14 09:30:00,13.8,13.0,24.1,329.0,64.0,7.2,1015.7,,
94,95,2023-10-14 09:20:00,13.8,10.0,16.1,258.0,65.0,7.2,1015.7,,
95,96,2023-10-14 09:10:00,13.8,10.0,17.7,265.0,64.0,7.2,1015.7,,
31,32,2023-10-14 09:00:00,13.8,6.0,16.1,286.0,64.0,7.2,1015.7,,
96,97,2023-10-14 08:50:00,13.4,8.0,20.9,95.0,66.0,7.2,1015.5,,
97,98,2023-10-14 08:40:00,13.3,6.0,14.5,213.0,67.0,7.2,1015.5,,
32,33,2023-10-14 08:30:00,13.1,10.0,19.3,252.0,67.0,7.2,1015.4,,
98,99,2023-10-14 08:20:00,13.2,8.0,22.5,290.0,68.0,7.2,1015.4,,
99,100,2023-10-14 08:10:00,12.9,8.0,16.1,278.0,69.0,7.2,1015.3,,
33,34,2023-10-14 08:00:00,12.7,6.0,14.5,321.0,69.0,7.2,1015.0,,
100,101,2023-10-14 07:50:00,12.5,8.0,17.7,317.0,70.0,7.2,1015.0,,
101,102,2023-10-14 07:40:00,12.3,8.0,17.7,263.0,71.0,7.2,1014.9,,
34,35,2023-10-14 07:30:00,12.3,5.0,11.3,15.0,72.0,7.2,1014.8,,
102,103,2023-10-14 07:20:00,12.2,6.0,14.5,313.0,72.0,7.2,1014.7,,
103,104,2023-10-14 07:10:00,12.1,8.0,19.3,323.0,72.0,7.2,1014.4,,
35,36,2023-10-14 07:00:00,11.9,8.0,17.7,320.0,73.0,7.2,1014.2,,
104,105,2023-10-14 06:50:00,11.8,11.0,22.5,317.0,74.0,7.2,1014.1,,
105,106,2023-10-14 06:40:00,11.8,11.0,20.9,302.0,74.0,7.2,1013.9,,
36,37,2023-10-14 06:30:00,11.7,10.0,22.5,329.0,76.0,7.8,1013.8,,
106,107,2023-10-14 06:20:00,11.7,8.0,16.1,306.0,77.0,7.8,1013.6,,
107,108,2023-10-14 06:10:00,11.6,13.0,24.1,319.0,77.0,7.8,1013.4,,
37,38,2023-10-14 06:00:00,11.6,11.0,20.9,284.0,77.0,7.8,1013.2,,
108,109,2023-10-14 05:50:00,11.6,18.0,24.1,300.0,76.0,7.2,1013.1,,
109,110,2023-10-14 05:40:00,11.6,19.0,27.4,302.0,75.0,7.2,1012.9,,
38,39,2023-10-14 05:30:00,11.7,10.0,22.5,321.0,76.0,7.8,1012.7,,
110,111,2023-10-14 05:20:00,11.7,13.0,27.4,322.0,76.0,7.8,1012.6,,
111,112,2023-10-14 05:10:00,11.7,19.0,,,76.0,7.8,1012.5,,
39,40,2023-10-14 05:00:00,11.7,23.0,,,76.0,7.8,1012.4,,
112,113,2023-10-14 04:50:00,11.9,16.0,25.7,288.0,75.0,7.8,1012.3,,
113,114,2023-10-14 04:40:00,11.9,19.0,,,75.0,7.8,1012.2,,
40,41,2023-10-14 04:30:00,12.0,19.0,,,75.0,7.8,1012.1,,
114,115,2023-10-14 04:20:00,12.2,13.0,,,75.0,7.8,1011.9,,
115,116,2023-10-14 04:10:00,12.2,16.0,,,75.0,7.8,1011.9,,
41,42,2023-10-14 04:00:00,12.3,11.0,29.0,302.0,75.0,7.8,1011.6,,
116,117,2023-10-14 03:50:00,12.4,16.0,,,75.0,8.3,1011.4,,
117,118,2023-10-14 03:40:00,12.6,13.0,,,75.0,8.3,1011.4,,
42,43,2023-10-14 03:30:00,12.6,16.0,29.0,295.0,75.0,8.3,1011.2,,
118,119,2023-10-14 03:20:00,12.8,13.0,,,76.0,8.9,1011.2,,
119,120,2023-10-14 03:10:00,12.8,16.0,,,76.0,8.9,1010.9,,
43,44,2023-10-14 03:00:00,12.9,24.0,,,76.0,8.9,1010.5,,
120,121,2023-10-14 02:50:00,13.0,23.0,,,77.0,8.9,1010.4,,
121,122,2023-10-14 02:40:00,13.1,23.0,,,78.0,9.4,1010.2,,
44,45,2023-10-14 02:30:00,13.0,27.0,,,80.0,9.4,1010.0,,
122,123,2023-10-14 02:20:00,13.1,32.0,,,82.0,10.0,1010.0,,
123,124,2023-10-14 02:10:00,14.2,39.0,,,82.0,11.1,1009.6,,
45,46,2023-10-14 02:00:00,14.8,29.0,,,84.0,12.2,1009.6,,
124,125,2023-10-14 01:50:00,15.2,26.0,,,85.0,12.8,1009.0,,
125,126,2023-10-14 01:40:00,15.4,29.0,,,86.0,13.3,1008.7,,
46,47,2023-10-14 01:30:00,15.7,31.0,,,87.0,13.9,1008.5,,
126,127,2023-10-14 01:20:00,15.8,26.0,,,87.0,13.9,1008.2,,
127,128,2023-10-14 01:10:00,16.1,18.0,,,87.0,13.9,1007.9,,
47,48,2023-10-14 01:00:00,16.0,29.0,,,86.0,13.9,1008.0,,
128,129,2023-10-14 00:50:00,17.1,21.0,,,83.0,14.4,1007.5,,
129,130,2023-10-14 00:40:00,17.3,24.0,,,82.0,14.4,1007.3,,
48,49,2023-10-14 00:30:00,17.4,27.0,,,81.0,14.4,1007.1,,
130,131,2023-10-14 00:20:00,17.8,27.0,,,79.0,13.9,1006.8,,
131,132,2023-10-14 00:10:00,17.9,32.0,,,78.0,13.9,1006.8,,
49,50,2023-10-14 00:00:00,18.1,27.0,,,77.0,13.9,1006.6,,
51416,51417,2023-10-13 23:50:00,18.1,31.0,,,77.0,13.9,1006.5,,
51417,51418,2023-10-13 23:40:00,18.1,31.0,,,76.0,13.9,1006.4,,
50,51,2023-10-13 23:30:00,18.2,27.0,,,76.0,13.9,1006.4,,
51418,51419,2023-10-13 23:20:00,18.3,32.0,,,75.0,13.9,1006.1,,
51419,51420,2023-10-13 23:10:00,18.3,37.0,,,75.0,13.9,1005.8,,
51,52,2023-10-13 23:00:00,18.5,37.0,,,74.0,13.9,1005.8,,
51420,51421,2023-10-13 22:50:00,18.6,35.0,,,74.0,13.9,1005.8,,
51421,51422,2023-10-13 22:40:00,18.6,29.0,,,74.0,13.9,1005.7,,
52,53,2023-10-13 22:30:00,18.6,23.0,,,74.0,13.9,1005.8,,
51422,51423,2023-10-13 22:20:00,18.5,29.0,,,75.0,13.9,1005.7,,
51423,51424,2023-10-13 22:10:00,18.4,32.0,,,75.0,13.9,1005.9,,
53,54,2023-10-13 22:00:00,18.7,35.0,,,74.0,13.9,1005.5,,
51424,51425,2023-10-13 21:50:00,19.0,29.0,,,73.0,13.9,1005.2,,
51425,51426,2023-10-13 21:40:00,19.1,24.0,,,72.0,13.9,1005.3,,
54,55,2023-10-13 21:30:00,19.1,31.0,,,72.0,13.9,1005.2,,
51426,51427,2023-10-13 21:20:00,19.3,34.0,,,71.0,13.9,1005.2,,
51427,51428,2023-10-13 21:10:00,19.4,34.0,,,70.0,13.9,1005.0,,
55,56,2023-10-13 21:00:00,19.6,27.0,,,70.0,13.9,1004.9,,
51428,51429,2023-10-13 20:50:00,19.7,29.0,,,69.0,13.9,1005.0,,
51429,51430,2023-10-13 20:40:00,19.8,34.0,,,67.0,13.3,1004.9,,
51430,51431,2023-10-13 20:30:00,19.9,42.0,,,66.0,13.3,1004.9,,
51431,51432,2023-10-13 20:20:00,20.0,34.0,,,67.0,13.9,1004.4,23.2,
51432,51433,2023-10-13 20:10:00,20.2,35.0,,,69.0,14.4,1004.5,23.7,
51433,51434,2023-10-13 20:00:00,20.3,35.0,,,68.0,14.4,1004.3,23.8,
51434,51435,2023-10-13 19:50:00,20.6,37.0,,,67.0,14.4,1003.9,24.1,
51435,51436,2023-10-13 19:40:00,20.8,39.0,,,66.0,13.9,1004.1,24.0,
51436,51437,2023-10-13 19:30:00,21.0,34.0,,,65.0,13.9,1004.1,24.2,
51437,51438,2023-10-13 19:20:00,21.2,40.0,,,65.0,14.4,1003.9,24.7,
51438,51439,2023-10-13 19:10:00,21.3,50.0,,,64.0,14.4,1004.1,24.8,
51439,51440,2023-10-13 19:00:00,21.6,35.0,,,64.0,14.4,1003.8,25.1,
51440,51441,2023-10-13 18:50:00,21.7,35.0,,,64.0,14.4,1004.0,25.2,
51441,51442,2023-10-13 18:40:00,21.8,32.0,,,64.0,14.4,1003.7,25.3,
51442,51443,2023-10-13 18:30:00,21.9,29.0,,,63.0,14.4,1004.0,25.4,
51443,51444,2023-10-13 18:20:00,22.1,42.0,,,63.0,14.4,1003.8,25.6,
51444,51445,2023-10-13 18:10:00,22.4,42.0,,,61.0,14.4,1003.4,25.9,
51445,51446,2023-10-13 18:00:00,22.7,32.0,,,60.0,14.4,1003.6,26.2,
51446,51447,2023-10-13 17:50:00,22.8,29.0,,,60.0,14.4,1003.5,26.3,
51447,51448,2023-10-13 17:40:00,22.8,19.0,,,60.0,14.4,1003.5,26.3,
51448,51449,2023-10-13 17:30:00,22.8,15.0,,,59.0,14.4,1003.7,26.3,
51449,51450,2023-10-13 17:20:00,22.9,19.0,,,59.0,14.4,1003.6,26.4,
51450,51451,2023-10-13 17:10:00,22.9,19.0,,,59.0,14.4,1003.3,26.4,
51451,51452,2023-10-13 17:00:00,22.9,21.0,,,59.0,14.4,1003.4,26.4,5.0
51452,51453,2023-10-13 16:50:00,23.0,21.0,,,59.0,14.4,1003.0,26.5,9.0
51453,51454,2023-10-13 16:40:00,23.1,19.0,,,59.0,14.4,1003.7,26.6,11.0
51454,51455,2023-10-13 16:30:00,23.1,21.0,,,58.0,14.4,1003.6,26.6,18.0
51455,51456,2023-10-13 16:20:00,23.2,16.0,,,58.0,14.4,1004.0,26.7,19.0
51456,51457,2023-10-13 16:10:00,23.3,16.0,,,58.0,14.4,1004.2,26.8,35.0
51457,51458,2023-10-13 16:00:00,23.3,21.0,,,58.0,14.4,1004.1,26.8,26.0
51458,51459,2023-10-13 15:50:00,23.4,26.0,,,57.0,14.4,1004.3,26.9,47.0
51459,51460,2023-10-13 15:40:00,23.4,21.0,,,57.0,14.4,1004.4,26.9,56.0
51460,51461,2023-10-13 15:30:00,23.4,18.0,,,56.0,13.9,1004.4,26.6,47.0
51461,51462,2023-10-13 15:20:00,23.4,15.0,,,56.0,13.9,1004.4,26.6,63.0
51462,51463,2023-10-13 15:10:00,23.3,16.0,,,56.0,13.9,1004.6,26.5,83.0
51463,51464,2023-10-13 15:00:00,23.3,16.0,,,56.0,13.9,1004.8,26.5,47.0
51464,51465,2023-10-13 14:50:00,23.3,19.0,,,56.0,13.9,1004.8,26.5,47.0
51465,51466,2023-10-13 14:40:00,23.4,21.0,,,56.0,13.9,1004.8,26.6,51.0
51466,51467,2023-10-13 14:30:00,23.5,19.0,,,55.0,13.9,1005.0,26.7,65.0
51467,51468,2023-10-13 14:20:00,23.6,16.0,,,55.0,13.9,1005.0,26.8,93.0
51468,51469,2023-10-13 14:10:00,23.7,16.0,29.0,302.0,55.0,13.9,1005.1,26.9,113.0
51469,51470,2023-10-13 14:00:00,23.7,18.0,,,55.0,13.9,1005.1,26.9,90.0
51470,51471,2023-10-13 13:50:00,23.8,16.0,,,54.0,13.9,1005.3,27.0,102.0
51471,51472,2023-10-13 13:40:00,23.9,18.0,,,54.0,13.9,1005.4,27.1,
51472,51473,2023-10-13 13:30:00,24.0,19.0,,,54.0,13.9,1005.4,27.2,
51473,51474,2023-10-13 13:20:00,24.1,29.0,,,53.0,13.9,1005.6,27.3,
51474,51475,2023-10-13 13:10:00,24.4,19.0,,,52.0,13.9,1005.9,27.6,
51475,51476,2023-10-13 13:00:00,24.4,15.0,29.0,191.0,53.0,13.9,1005.4,27.6,
51476,51477,2023-10-13 12:50:00,24.1,15.0,,,54.0,13.9,1005.7,27.3,
51477,51478,2023-10-13 12:40:00,23.8,16.0,,,54.0,13.9,1006.0,27.0,
51478,51479,2023-10-13 12:30:00,23.7,23.0,,,54.0,13.9,1006.1,26.9,
51479,51480,2023-10-13 12:20:00,23.8,21.0,,,54.0,13.9,1006.2,27.0,
51480,51481,2023-10-13 12:10:00,23.8,18.0,,,53.0,13.3,1006.3,26.7,
51481,51482,2023-10-13 12:00:00,23.8,18.0,,,53.0,13.3,1006.5,26.7,
51482,51483,2023-10-13 11:50:00,24.0,24.0,,,53.0,13.9,1006.5,27.2,
51483,51484,2023-10-13 11:40:00,24.3,16.0,,,52.0,13.9,1006.6,27.5,
51484,51485,2023-10-13 11:30:00,24.0,21.0,,,52.0,13.3,1006.7,26.9,
51485,51486,2023-10-13 11:20:00,23.8,24.0,,,53.0,13.3,1006.8,26.7,
51486,51487,2023-10-13 11:10:00,23.8,15.0,29.0,296.0,53.0,13.3,1007.0,26.7,
51487,51488,2023-10-13 11:00:00,23.7,15.0,25.7,107.0,53.0,13.3,1007.0,26.6,
51488,51489,2023-10-13 10:50:00,23.2,15.0,29.0,156.0,55.0,13.9,1006.7,26.4,
51489,51490,2023-10-13 10:40:00,22.8,13.0,,,56.0,13.3,1006.7,25.7,
51490,51491,2023-10-13 10:30:00,22.6,15.0,,,56.0,13.3,1006.6,25.5,
51491,51492,2023-10-13 10:20:00,22.5,16.0,,,56.0,13.3,1006.9,25.4,
51492,51493,2023-10-13 10:10:00,22.2,16.0,,,57.0,13.3,1007.1,25.1,
51493,51494,2023-10-13 10:00:00,22.0,13.0,,,58.0,13.3,1007.0,24.9,
51494,51495,2023-10-13 09:50:00,21.6,13.0,,,60.0,13.3,1007.1,24.5,
51495,51496,2023-10-13 09:40:00,21.2,13.0,25.7,198.0,61.0,13.3,1007.5,24.1,
51496,51497,2023-10-13 09:30:00,20.8,13.0,25.7,294.0,62.0,13.3,1007.5,23.7,
51497,51498,2023-10-13 09:20:00,20.4,15.0,27.4,184.0,64.0,13.3,1007.6,23.3,
51498,51499,2023-10-13 09:10:00,20.1,13.0,27.4,198.0,64.0,12.8,1007.7,22.7,
51499,51500,2023-10-13 09:00:00,20.0,13.0,,,65.0,13.3,1007.7,22.9,
51500,51501,2023-10-13 08:50:00,19.8,13.0,24.1,182.0,66.0,13.3,1007.9,,
51501,51502,2023-10-13 08:40:00,19.6,13.0,24.1,248.0,67.0,13.3,1008.1,,
51502,51503,2023-10-13 08:30:00,19.3,11.0,24.1,190.0,68.0,13.3,1007.9,,
51503,51504,2023-10-13 08:20:00,19.2,13.0,,,69.0,13.3,1008.0,,
51504,51505,2023-10-13 08:10:00,19.1,11.0,25.7,64.0,70.0,13.3,1008.2,,
51505,51506,2023-10-13 08:00:00,18.9,10.0,27.4,127.0,70.0,13.3,1008.2,,
51506,51507,2023-10-13 07:50:00,18.8,11.0,20.9,290.0,71.0,13.3,1008.3,,
51507,51508,2023-10-13 07:40:00,18.7,10.0,22.5,11.0,73.0,13.9,1008.2,,
51508,51509,2023-10-13 07:30:00,18.4,11.0,19.3,206.0,74.0,13.9,1008.1,,
51509,51510,2023-10-13 07:20:00,18.2,10.0,22.5,217.0,75.0,13.9,1008.2,,
51510,51511,2023-10-13 07:10:00,18.2,13.0,27.4,115.0,76.0,13.9,1008.2,,
51511,51512,2023-10-13 07:00:00,17.9,11.0,25.7,161.0,77.0,13.9,1008.1,,
51512,51513,2023-10-13 06:50:00,17.9,13.0,25.7,219.0,78.0,13.9,1008.2,,
51513,51514,2023-10-13 06:40:00,17.9,13.0,29.0,321.0,78.0,13.9,1008.2,,
51514,51515,2023-10-13 06:30:00,17.8,13.0,29.0,214.0,79.0,13.9,1008.2,,
51515,51516,2023-10-13 06:20:00,17.9,13.0,,,79.0,14.4,1008.2,,
51516,51517,2023-10-13 06:10:00,17.9,16.0,29.0,137.0,78.0,13.9,1007.8,,
51517,51518,2023-10-13 06:00:00,18.1,15.0,,,77.0,13.9,1007.9,,
51518,51519,2023-10-13 05:50:00,18.3,10.0,24.1,149.0,77.0,14.4,1008.1,,
51519,51520,2023-10-13 05:40:00,18.3,10.0,17.7,251.0,76.0,13.9,1008.4,,
51520,51521,2023-10-13 05:30:00,18.3,15.0,29.0,155.0,77.0,14.4,1008.1,,
51521,51522,2023-10-13 05:20:00,18.3,16.0,,,77.0,14.4,1007.9,,
51522,51523,2023-10-13 05:10:00,18.3,13.0,24.1,157.0,77.0,14.4,1008.4,,
51523,51524,2023-10-13 05:00:00,18.3,11.0,22.5,196.0,78.0,14.4,1008.5,,
51524,51525,2023-10-13 04:50:00,18.4,11.0,20.9,213.0,78.0,14.4,1008.6,,
51525,51526,2023-10-13 04:40:00,18.4,10.0,19.3,170.0,78.0,14.4,1008.8,,
51526,51527,2023-10-13 04:30:00,18.4,10.0,17.7,128.0,79.0,14.4,1009.0,,
51527,51528,2023-10-13 04:20:00,18.2,10.0,20.9,339.0,82.0,15.0,1009.2,,
51528,51529,2023-10-13 04:10:00,18.2,11.0,19.3,137.0,84.0,15.6,1009.2,,
51529,51530,2023-10-13 04:00:00,18.3,10.0,17.7,175.0,85.0,15.6,1009.3,,
51530,51531,2023-10-13 03:50:00,18.2,11.0,19.3,321.0,85.0,15.6,1009.4,,
51531,51532,2023-10-13 03:40:00,18.3,10.0,19.3,101.0,86.0,16.1,1009.6,,
51532,51533,2023-10-13 03:30:00,18.3,8.0,16.1,69.0,86.0,16.1,1009.7,,
51533,51534,2023-10-13 03:20:00,18.4,8.0,20.9,136.0,86.0,16.1,1009.9,,
51534,51535,2023-10-13 03:10:00,18.5,8.0,14.5,179.0,86.0,16.1,1010.0,,
51535,51536,2023-10-13 03:00:00,18.5,8.0,19.3,144.0,86.0,16.1,1010.0,,
51536,51537,2023-10-13 02:50:00,18.5,8.0,16.1,162.0,86.0,16.1,1010.3,,
51537,51538,2023-10-13 02:40:00,18.4,10.0,20.9,113.0,87.0,16.1,1010.2,,
51538,51539,2023-10-13 02:30:00,18.4,11.0,24.1,135.0,87.0,16.1,1010.2,,
51539,51540,2023-10-13 02:20:00,18.3,10.0,17.7,148.0,87.0,16.1,1010.5,,
51540,51541,2023-10-13 02:10:00,18.4,10.0,19.3,169.0,87.0,16.1,1010.8,,
51541,51542,2023-10-13 02:00:00,18.4,10.0,19.3,123.0,87.0,16.1,1010.9,,
51542,51543,2023-10-13 01:50:00,18.4,8.0,17.7,155.0,87.0,16.1,1011.1,,
51543,51544,2023-10-13 01:40:00,18.4,8.0,16.1,167.0,87.0,16.1,1011.2,,
51544,51545,2023-10-13 01:30:00,18.4,8.0,16.1,152.0,87.0,16.1,1011.3,,
51545,51546,2023-10-13 01:20:00,18.6,8.0,17.7,325.0,86.0,16.1,1011.3,,
51546,51547,2023-10-13 01:10:00,18.6,6.0,16.1,127.0,86.0,16.1,1011.5,,
51547,51548,2023-10-13 01:00:00,18.7,5.0,11.3,115.0,86.0,16.1,1011.7,,
51548,51549,2023-10-13 00:50:00,18.6,6.0,12.9,155.0,86.0,16.1,1011.8,,
51549,51550,2023-10-13 00:40:00,18.6,8.0,17.7,190.0,86.0,16.1,1011.9,,
51550,51551,2023-10-13 00:30:00,18.7,8.0,16.1,151.0,86.0,16.1,1011.9,,
51551,51552,2023-10-13 00:20:00,18.7,6.0,14.5,228.0,86.0,16.7,1011.9,,
51552,51553,2023-10-13 00:10:00,18.8,8.0,16.1,229.0,85.0,16.1,1012.0,,
51553,51554,2023-10-13 00:00:00,18.8,8.0,16.1,81.0,85.0,16.1,1012.0,,
51554,51555,2023-10-12 23:50:00,18.9,8.0,12.9,134.0,85.0,16.7,1012.0,,
51555,51556,2023-10-12 23:40:00,18.9,8.0,14.5,144.0,85.0,16.1,1012.2,,
51556,51557,2023-10-12 23:30:00,18.9,8.0,14.5,286.0,85.0,16.7,1012.2,,
51557,51558,2023-10-12 23:20:00,18.9,8.0,14.5,68.0,85.0,16.1,1012.3,,
51558,51559,2023-10-12 23:10:00,18.9,10.0,14.5,180.0,85.0,16.7,1012.3,,
51559,51560,2023-10-12 23:00:00,19.1,10.0,17.7,217.0,85.0,16.7,1012.5,,
51560,51561,2023-10-12 22:50:00,19.0,10.0,19.3,223.0,85.0,16.7,1012.5,,
51561,51562,2023-10-12 22:40:00,19.0,10.0,17.7,228.0,85.0,16.7,1012.6,,
51562,51563,2023-10-12 22:30:00,19.0,11.0,17.7,176.0,85.0,16.7,1012.7,,
51563,51564,2023-10-12 22:20:00,19.1,10.0,22.5,213.0,85.0,16.7,1012.7,,
51564,51565,2023-10-12 22:10:00,19.1,10.0,16.1,241.0,84.0,16.7,1012.6,,
51565,51566,2023-10-12 22:00:00,19.2,8.0,16.1,172.0,84.0,16.7,1012.7,,
51566,51567,2023-10-12 21:50:00,19.2,8.0,14.5,205.0,83.0,16.1,1012.9,,
51567,51568,2023-10-12 21:40:00,19.3,8.0,16.1,212.0,83.0,16.7,1013.1,,
51568,51569,2023-10-12 21:30:00,19.4,6.0,14.5,109.0,83.0,16.7,1013.2,,
51569,51570,2023-10-12 21:20:00,19.5,6.0,12.9,252.0,83.0,16.7,1013.4,,
51570,51571,2023-10-12 21:10:00,19.5,6.0,12.9,184.0,82.0,16.1,1013.4,,
51571,51572,2023-10-12 21:00:00,19.6,8.0,14.5,192.0,82.0,16.7,1013.4,,
51572,51573,2023-10-12 20:50:00,19.7,8.0,14.5,172.0,82.0,16.7,1013.4,,
51573,51574,2023-10-12 20:40:00,19.7,8.0,17.7,215.0,81.0,16.7,1013.4,,
51574,51575,2023-10-12 20:30:00,19.8,6.0,16.1,189.0,81.0,16.7,1013.3,,
51575,51576,2023-10-12 20:20:00,19.9,6.0,12.9,215.0,81.0,16.7,1013.5,,
51576,51577,2023-10-12 20:10:00,19.9,6.0,12.9,128.0,80.0,16.7,1013.6,,
51577,51578,2023-10-12 20:00:00,20.1,5.0,12.9,231.0,79.0,16.1,1013.5,24.7,
51578,51579,2023-10-12 19:50:00,20.3,8.0,14.5,217.0,79.0,16.7,1013.6,25.3,
51579,51580,2023-10-12 19:40:00,20.3,10.0,17.7,192.0,79.0,16.7,1013.6,25.3,
51580,51581,2023-10-12 19:30:00,20.4,11.0,19.3,200.0,78.0,16.7,1013.6,25.4,
51581,51582,2023-10-12 19:20:00,20.4,10.0,16.1,256.0,78.0,16.7,1013.5,25.4,
51582,51583,2023-10-12 19:10:00,20.6,10.0,19.3,241.0,77.0,16.7,1013.5,25.6,
51583,51584,2023-10-12 19:00:00,20.6,8.0,16.1,216.0,77.0,16.7,1013.5,25.6,
51584,51585,2023-10-12 18:50:00,20.7,8.0,16.1,210.0,76.0,16.1,1013.6,25.3,
51585,51586,2023-10-12 18:40:00,20.9,6.0,11.3,221.0,76.0,16.7,1013.6,25.9,
51586,51587,2023-10-12 18:30:00,21.0,5.0,12.9,218.0,75.0,16.7,1013.5,26.0,
51587,51588,2023-10-12 18:20:00,21.1,11.0,14.5,156.0,75.0,16.7,1013.6,26.1,
51588,51589,2023-10-12 18:10:00,21.2,15.0,17.7,241.0,74.0,16.7,1013.7,26.2,
51589,51590,2023-10-12 18:00:00,21.3,13.0,17.7,183.0,74.0,16.7,1013.7,26.3,
51590,51591,2023-10-12 17:50:00,21.4,13.0,20.9,219.0,74.0,16.7,1013.7,26.4,
51591,51592,2023-10-12 17:40:00,21.5,13.0,19.3,205.0,74.0,16.7,1013.7,26.5,
51592,51593,2023-10-12 17:30:00,21.6,13.0,17.7,227.0,74.0,16.7,1013.6,26.6,
51593,51594,2023-10-12 17:20:00,21.6,13.0,17.7,217.0,73.0,16.7,1013.5,26.6,
51594,51595,2023-10-12 17:10:00,21.7,11.0,19.3,228.0,73.0,16.7,1013.4,26.7,
51595,51596,2023-10-12 17:00:00,21.7,10.0,16.1,231.0,73.0,16.7,1013.3,26.7,7.0
51596,51597,2023-10-12 16:50:00,21.7,15.0,24.1,169.0,73.0,16.7,1013.3,26.7,14.0
51597,51598,2023-10-12 16:40:00,21.8,13.0,24.1,218.0,72.0,16.7,1013.3,26.8,26.0
51598,51599,2023-10-12 16:30:00,21.8,11.0,24.1,228.0,72.0,16.7,1013.2,26.8,44.0
51599,51600,2023-10-12 16:20:00,21.9,13.0,22.5,231.0,72.0,16.7,1013.3,26.9,56.0
51600,51601,2023-10-12 16:10:00,21.9,15.0,24.1,246.0,72.0,16.7,1013.3,26.9,86.0
51601,51602,2023-10-12 16:00:00,21.9,11.0,27.4,237.0,72.0,16.7,1013.2,26.9,95.0
51602,51603,2023-10-12 15:50:00,21.8,15.0,,,73.0,16.7,1013.2,26.8,111.0
